"ID"	"symbol"	"Module"	"probeset_id"	"seqname"	"strand"	"start"	"stop"	"total_probes"	"EntrezGene"
2358117	"C1orf54"	"M2"	2358117	"chr1"	"+"	"150240891"	"150253316"	50	"79630"
2358136	"C1orf51"	"M2"	2358136	"chr1"	"+"	"150254963"	"150259499"	62	"148523"
2358360	"ECM1"	"M15"	2358360	"chr1"	"+"	"150480518"	"150486403"	85	"1893"
2358520	"SETDB1"	"M20"	2358520	"chr1"	"+"	"150898787"	"150938646"	200	"9869"
2358623	"PRUNE"	"M20"	2358623	"chr1"	"+"	"150980639"	"151008189"	52	"58497"
2358671	"C1orf56"	"M20"	2358671	"chr1"	"+"	"151020268"	"151024461"	61	"54964"
2358700	"GABPB2"	"M2"	2358700	"chr1"	"+"	"151042896"	"151096506"	88	"126626"
2358736	"TNFAIP8L2"	"M2"	2358736	"chr1"	"+"	"151129125"	"151133227"	24	"79626"
2358743	"SCNM1"	"M20"	2358743	"chr1"	"+"	"151138478"	"151142763"	65	"79005"
2358761	"PIP5K1A"	"M20"	2358761	"chr1"	"+"	"151171024"	"151222748"	192	"8394"
2358821	"PSMD4"	""	2358821	"chr1"	"+"	"151227195"	"151239933"	110	"5710"
2358993	"TUFT1"	"M20"	2358993	"chr1"	"+"	"151512692"	"151556050"	139	"7286"
2359352	"LCE2D"	""	2359352	"chr1"	"+"	"152636582"	"152637115"	15	"353141"
2359360	"LCE2B"	""	2359360	"chr1"	"+"	"152647774"	"152659874"	31	"26239"
2359439	"LCE1D"	""	2359439	"chr1"	"+"	"152770271"	"152770615"	11	"353134"
2359444	"LCE1B"	""	2359444	"chr1"	"+"	"152784448"	"152785585"	16	"353132"
2359492	"SPRR1A"	""	2359492	"chr1"	"+"	"152956567"	"152973933"	43	"6698"
2359664	"S100A9"	"M28"	2359664	"chr1"	"+"	"153330330"	"153341061"	33	"6280"
2359691	"S100A7A"	""	2359691	"chr1"	"+"	"153389000"	"153395698"	20	"338324"
2359764	"SNAPIN"	"M20"	2359764	"chr1"	"+"	"153630957"	"153635001"	37	"23557"
2359885	"SLC27A3"	"M20"	2359885	"chr1"	"+"	"153747285"	"153752626"	115	"11000"
2359993	"CREB3L4"	"M20"	2359993	"chr1"	"+"	"153938688"	"153946831"	88	"148327"
2360158	"HAX1"	"M14"	2360158	"chr1"	"+"	"154244928"	"154248346"	87	"10456"
2360346	"CHRNB2"	"M20"	2360346	"chr1"	"+"	"154540257"	"154562116"	103	"1141"
2360498	"LENEP"	""	2360498	"chr1"	"+"	"154966084"	"154966793"	12	"55891"
2360633	"EFNA4"	"M1"	2360633	"chr1"	"+"	"155036213"	"155042014"	36	"1945"
2360647	"EFNA3"	"M20"	2360647	"chr1"	"+"	"155051338"	"155060011"	77	"1944"
2360677	"EFNA1"	"M2"	2360677	"chr1"	"+"	"155099018"	"155107384"	73	"1942"
2360818	"HCN3"	"M20"	2360818	"chr1"	"+"	"155247214"	"155259800"	101	"57657"
2360850	"FDPS"	"M20"	2360850	"chr1"	"+"	"155274625"	"155290454"	110	"2224"
2360939	"POU5F1"	"M2"	2360939	"chr1"	"+"	"155402993"	"155404043"	29	"645682"
2361196	"RXFP4"	""	2361196	"chr1"	"+"	"155911501"	"155916326"	24	"339403"
2361342	"SEMA4A"	"M10"	2361342	"chr1"	"+"	"156117177"	"156147534"	131	"64218"
2361401	"PMF1"	"M20"	2361401	"chr1"	"+"	"156182825"	"156213108"	126	"11243"
2361488	"RHBG"	"M19"	2361488	"chr1"	"+"	"156338755"	"156392237"	154	"57127"
2361612	"HAPLN2"	"M2"	2361612	"chr1"	"+"	"156589086"	"156595511"	56	"60484"
2361635	"BCAN"	"M18"	2361635	"chr1"	"+"	"156611202"	"156629315"	154	"63827"
2361839	"C1orf92"	""	2361839	"chr1"	"+"	"156890452"	"156902908"	98	"149499"
2362089	"KIRREL"	"M20"	2362089	"chr1"	"+"	"157963063"	"158070043"	208	"55243"
2362157	"CD1D"	""	2362157	"chr1"	"+"	"158149737"	"158163244"	73	"912"
2362270	"OR10K1"	""	2362270	"chr1"	"+"	"158431670"	"158436293"	17	"391109"
2362276	"OR10R2"	""	2362276	"chr1"	"+"	"158449668"	"158450636"	20	"343406"
2362333	"MNDA"	"M2"	2362333	"chr1"	"+"	"158800389"	"158819288"	55	"4332"
2362394	"IFI16"	"M2"	2362394	"chr1"	"+"	"158948655"	"159024937"	220	"3428"
2362511	"DARC"	"M19"	2362511	"chr1"	"+"	"159173194"	"159176342"	53	"2532"
2362537	"FCER1A"	""	2362537	"chr1"	"+"	"159259504"	"159279655"	52	"2205"
2362702	"DUSP23"	"M20"	2362702	"chr1"	"+"	"159728960"	"159752936"	60	"54935"
2362723	"FCRL6"	""	2362723	"chr1"	"+"	"159772215"	"159788311"	58	"343413"
2362746	"SLAMF8"	""	2362746	"chr1"	"+"	"159796540"	"159807281"	77	"56833"
2362860	"KCNJ9"	"M2"	2362860	"chr1"	"+"	"160051338"	"160060353"	68	"3765"
2362892	"ATP1A2"	"M2"	2362892	"chr1"	"+"	"160069965"	"160114229"	220	"477"
2362991	"CASQ1"	"M15"	2362991	"chr1"	"+"	"160160151"	"160289684"	196	"844"
2363128	"NHLH1"	"M1"	2363128	"chr1"	"+"	"160336867"	"160342638"	25	"4807"
2363372	"KLHDC9"	"M2"	2363372	"chr1"	"+"	"161068168"	"161070130"	54	"126823"
2363444	"USP21"	"M20"	2363444	"chr1"	"+"	"161129260"	"161135504"	149	"27005"
2363562	"FCER1G"	"M4"	2363562	"chr1"	"+"	"161185044"	"161190478"	44	"2207"
2363618	"SDHC"	"M2"	2363618	"chr1"	"+"	"161284062"	"161333591"	79	"6391"
2363689	"FCGR2A"	"M4"	2363689	"chr1"	"+"	"161415096"	"161493194"	339	"2212"
2363784	"HSPA6"	""	2363784	"chr1"	"+"	"161494449"	"161496700"	49	"3310"
2363808	"FCGR2B"	""	2363808	"chr1"	"+"	"161509722"	"161648424"	158	"2213"
2363902	"DUSP12"	"M20"	2363902	"chr1"	"+"	"161719540"	"161726937"	62	"11266"
2363992	"LOC646470"	""	2363992	"chr1"	"+"	"161860122"	"161861977"	32	"100422526"
2364016	"NOS1AP"	"M2"	2364016	"chr1"	"+"	"161999843"	"162356601"	400	"400793"
2364155	"UHMK1"	"M2"	2364155	"chr1"	"+"	"162414433"	"162499512"	100	"127933"
2364231	"DDR2"	"M2"	2364231	"chr1"	"+"	"162601183"	"162757170"	253	"4921"
2364381	"RGS4"	"M15"	2364381	"chr1"	"+"	"163036654"	"163046590"	58	"5999"
2364438	"NUF2"	"M1"	2364438	"chr1"	"+"	"163291725"	"163370364"	125	"83540"
2364677	"PBX1"	"M20"	2364677	"chr1"	"+"	"164515697"	"164855906"	546	"5087"
2365086	"LRRC52"	""	2365086	"chr1"	"+"	"165475566"	"165533185"	55	"440699"
2365210	"UCK2"	"M20"	2365210	"chr1"	"+"	"165796788"	"166059442"	209	"7371"
2365597	"MAEL"	"M2"	2365597	"chr1"	"+"	"166944841"	"167021351"	123	"84944"
2365675	"POU2F1"	"M20"	2365675	"chr1"	"+"	"167190133"	"167386227"	324	"5451"
2365933	"LOC100128751"	""	2365933	"chr1"	"+"	"167638045"	"167640101"	12	"100128751"
2365958	"MPZL1"	"M20"	2365958	"chr1"	"+"	"167691214"	"167760397"	143	"9019"
2366156	"SFT2D2"	"M20"	2366156	"chr1"	"+"	"168195161"	"168212411"	60	"375035"
2366287	"XCL1"	"M2"	2366287	"chr1"	"+"	"168513189"	"168551315"	77	"6375"
2366422	"ATP1B1"	"M2"	2366422	"chr1"	"+"	"169075580"	"169102322"	147	"481"
2366490	"BLZF1"	""	2366490	"chr1"	"+"	"169329274"	"169365506"	140	"8548"
2366581	"SCYL3"	"M1"	2366581	"chr1"	"+"	"169631255"	"169823479"	269	"55732"
2366753	"GORAB"	"M20"	2366753	"chr1"	"+"	"170501290"	"170549957"	85	"92344"
2366798	"PRRX1"	"M2"	2366798	"chr1"	"+"	"170606182"	"170857597"	277	"5396"
2366941	"FMO3"	"M2"	2366941	"chr1"	"+"	"171060038"	"171086947"	93	"2328"
2367050	"FMO1"	""	2367050	"chr1"	"+"	"171217658"	"171255521"	121	"2326"
2367086	"FMO4"	"M2"	2367086	"chr1"	"+"	"171283342"	"171449376"	179	"2329"
2367326	"DNM3"	"M20"	2367326	"chr1"	"+"	"171810614"	"172387606"	554	"26052"
2367537	"C1orf9"	"M20"	2367537	"chr1"	"+"	"172501262"	"172580967"	208	"51430"
2367892	"ZBTB37"	"M20"	2367892	"chr1"	"+"	"173836756"	"173866484"	68	"84614"
2368180	"GPR52"	"M15"	2368180	"chr1"	"+"	"174417250"	"174418335"	12	"9293"
2368590	"PAPPA2"	"M20"	2368590	"chr1"	"+"	"176432307"	"176814727"	327	"60676"
2368840	"FAM5B"	"M15"	2368840	"chr1"	"+"	"177139975"	"177251557"	146	"57795"
2369110	"RASAL2"	"M20"	2369110	"chr1"	"+"	"178062816"	"178445853"	439	"9462"
2369252	"C1orf49"	""	2369252	"chr1"	"+"	"178482210"	"178631479"	272	"84066"
2369325	"C1orf220"	"M2"	2369325	"chr1"	"+"	"178511612"	"178518024"	52	"400798"
2369339	"RALGPS2"	"M20"	2369339	"chr1"	"+"	"178613738"	"178929348"	317	"55103"
2369557	"SOAT1"	"M20"	2369557	"chr1"	"+"	"179224944"	"179325586"	162	"6646"
2369680	"TDRD5"	"M24"	2369680	"chr1"	"+"	"179560697"	"179660398"	109	"163589"
2369713	"FAM163A"	"M2"	2369713	"chr1"	"+"	"179712106"	"179802806"	247	"148753"
2370123	"XPR1"	"M20"	2370123	"chr1"	"+"	"180601137"	"180860290"	252	"9213"
2370317	"MR1"	"M2"	2370317	"chr1"	"+"	"181003087"	"181047265"	142	"3140"
2370433	"CACNA1E"	"M20"	2370433	"chr1"	"+"	"181382295"	"181770699"	735	"777"
2370926	"NPL"	"M2"	2370926	"chr1"	"+"	"182739246"	"182799519"	205	"80896"
2370991	"DHX9"	"M20"	2370991	"chr1"	"+"	"182808483"	"182857115"	240	"1660"
2371065	"LAMC1"	"M20"	2371065	"chr1"	"+"	"182992553"	"183114717"	278	"3915"
2371139	"LAMC2"	"M5"	2371139	"chr1"	"+"	"183134239"	"183228100"	209	"3918"
2371694	"RNF2"	"M20"	2371694	"chr1"	"+"	"184909886"	"185071740"	132	"6045"
2371738	"C1orf26"	"M20"	2371738	"chr1"	"+"	"185125631"	"185260913"	187	"54823"
2372103	"PRG4"	""	2372103	"chr1"	"+"	"186207412"	"186283686"	101	"10216"
2372169	"OCLM"	""	2372169	"chr1"	"+"	"186369714"	"186370577"	12	"10896"
2372211	"PLA2G4A"	"M2"	2372211	"chr1"	"+"	"186798099"	"186958110"	148	"5321"
2372719	"RGS18"	"M2"	2372719	"chr1"	"+"	"192086380"	"192154942"	59	"64407"
2372781	"RGS1"	"M2"	2372781	"chr1"	"+"	"192503973"	"192549150"	73	"5996"
2372812	"RGS13"	""	2372812	"chr1"	"+"	"192578932"	"192630076"	125	"6003"
2372858	"RGS2"	"M2"	2372858	"chr1"	"+"	"192716517"	"192783232"	89	"5997"
2372924	"TROVE2"	"M20"	2372924	"chr1"	"+"	"193014651"	"193060891"	150	"6738"
2373336	"CFH"	"M2"	2373336	"chr1"	"+"	"196620691"	"196721548"	243	"3075"
2373465	"CFHR4"	""	2373465	"chr1"	"+"	"196857222"	"196887762"	44	"10877"
2373494	"CFHR2"	""	2373494	"chr1"	"+"	"196912911"	"196928345"	39	"3080"
2373564	"CRB1"	"M1"	2373564	"chr1"	"+"	"197237350"	"197449987"	214	"23418"
2373693	"LHX9"	"M9"	2373693	"chr1"	"+"	"197881319"	"197904606"	100	"56956"
2373736	"NEK7"	"M2"	2373736	"chr1"	"+"	"197958385"	"198292204"	318	"140609"
2373842	"PTPRC"	"M2"	2373842	"chr1"	"+"	"198519065"	"198726605"	386	"5788"
2374746	"NAV1"	"M20"	2374746	"chr1"	"+"	"201592013"	"201794452"	453	"89796"
2374926	"SHISA4"	"M2"	2374926	"chr1"	"+"	"201857825"	"201862205"	59	"149345"
2374956	"TIMM17A"	"M2"	2374956	"chr1"	"+"	"201924655"	"201947979"	88	"10440"
2375038	"GPR37L1"	"M2"	2375038	"chr1"	"+"	"202007026"	"202100543"	84	"9283"
2375144	"LGR6"	"M2"	2375144	"chr1"	"+"	"202162998"	"202288934"	233	"59352"
2375212	"PPP1R12B"	"M2"	2375212	"chr1"	"+"	"202317831"	"202557696"	482	"4660"
2375338	"OCR1"	""	2375338	"chr1"	"+"	"202499282"	"202499771"	12	"100128298"
2375664	"BTG2"	"M2"	2375664	"chr1"	"+"	"203274637"	"203278725"	44	"7832"
2375706	"ATP2B4"	"M2"	2375706	"chr1"	"+"	"203584570"	"203713463"	274	"493"
2375784	"C1orf217"	""	2375784	"chr1"	"+"	"203699715"	"203700988"	12	"84719"
2375916	"SOX13"	"M2"	2375916	"chr1"	"+"	"204042246"	"204097258"	110	"9580"
2376037	"MDM4"	""	2376037	"chr1"	"+"	"204485502"	"204602055"	203	"4194"
2376299	"CNTN2"	"M2"	2376299	"chr1"	"+"	"205012267"	"205047121"	160	"6900"
2376376	"TMCC2"	""	2376376	"chr1"	"+"	"205197324"	"205242465"	166	"9911"
2376457	"PCTK3"	"M2"	2376457	"chr1"	"+"	"205420113"	"205515983"	239	"5129"
2376548	"MFSD4"	"M2"	2376548	"chr1"	"+"	"205538125"	"205572505"	98	"148808"
2376849	"RASSF5"	"M2"	2376849	"chr1"	"+"	"206680793"	"206763612"	145	"83593"
2376894	"DYRK3"	"M20"	2376894	"chr1"	"+"	"206808901"	"206857759"	84	"8444"
2377094	"PFKFB2"	"M2"	2377094	"chr1"	"+"	"207207777"	"207254506"	163	"5208"
2377229	"CD55"	"M2"	2377229	"chr1"	"+"	"207494865"	"207541048"	178	"1604"
2378019	"CAMK1G"	"M15"	2378019	"chr1"	"+"	"209686614"	"209787284"	157	"57172"
2378068	"G0S2"	"M2"	2378068	"chr1"	"+"	"209844151"	"209849730"	29	"50486"
2378077	"HSD11B1"	"M2"	2378077	"chr1"	"+"	"209856332"	"209917636"	101	"3290"
2378180	"C1orf107"	"M20"	2378180	"chr1"	"+"	"209975317"	"210045906"	277	"27042"
2378256	"SYT14"	"M20"	2378256	"chr1"	"+"	"210111473"	"210347554"	215	"255928"
2378325	"SERTAD4"	"M2"	2378325	"chr1"	"+"	"210406008"	"210419956"	76	"56256"
2378369	"HHAT"	"M2"	2378369	"chr1"	"+"	"210466729"	"210849631"	348	"55733"
2378662	"TRAF5"	"M16"	2378662	"chr1"	"+"	"211499953"	"211548355"	164	"7188"
2378710	"C1orf97"	"M2"	2378710	"chr1"	"+"	"211556152"	"211643703"	111	"84791"
2378937	"DTL"	"M1"	2378937	"chr1"	"+"	"212208942"	"212332423"	199	"51514"
2379009	"PPP2R5A"	"M2"	2379009	"chr1"	"+"	"212404808"	"212535193"	151	"5525"
2379068	"NENF"	"M14"	2379068	"chr1"	"+"	"212594900"	"212619714"	64	"29937"
2379132	"ATF3"	"M2"	2379132	"chr1"	"+"	"212738696"	"212794097"	88	"467"
2379280	"FLVCR1"	"M20"	2379280	"chr1"	"+"	"213031607"	"213072703"	124	"28982"
2379314	"VASH2"	"M20"	2379314	"chr1"	"+"	"213080654"	"213164251"	260	"79805"
2379665	"PROX1"	"M2"	2379665	"chr1"	"+"	"214156544"	"214250589"	157	"5629"
2379754	"SMYD2"	"M15"	2379754	"chr1"	"+"	"214431182"	"214512216"	199	"56950"
2379863	"CENPF"	"M1"	2379863	"chr1"	"+"	"214776548"	"214921815"	257	"1063"
2379974	"KCNK2"	"M20"	2379974	"chr1"	"+"	"215167028"	"215410423"	176	"3776"
2380440	"SPATA17"	"M20"	2380440	"chr1"	"+"	"217802717"	"218040910"	168	"128153"
2380554	"RRP15"	"M20"	2380554	"chr1"	"+"	"218458559"	"218504916"	89	"51018"
2380590	"TGFB2"	"M20"	2380590	"chr1"	"+"	"218511817"	"218617941"	184	"7042"
2381177	"MARK1"	"M20"	2381177	"chr1"	"+"	"220701545"	"220837843"	256	"4139"
2381249	"C1orf115"	"M15"	2381249	"chr1"	"+"	"220863187"	"220872483"	45	"79762"
2381264	"MOSC2"	"M2"	2381264	"chr1"	"+"	"220921591"	"220958145"	166	"54996"
2381309	"MOSC1"	""	2381309	"chr1"	"+"	"220960078"	"220996544"	133	"64757"
2382336	"FBXO28"	"M20"	2382336	"chr1"	"+"	"224301832"	"224349745"	89	"23219"
2382419	"CNIH4"	"M20"	2382419	"chr1"	"+"	"224544508"	"224573969"	119	"29097"
2382467	"CNIH3"	"M8"	2382467	"chr1"	"+"	"224622382"	"224967256"	404	"149111"
2382781	"DNAH14"	"M20"	2382781	"chr1"	"+"	"225488467"	"226012907"	433	"6726"
2382970	"EPHX1"	"M2"	2382970	"chr1"	"+"	"225997814"	"226033260"	112	"2052"
2383118	"MIXL1"	"M19"	2383118	"chr1"	"+"	"226411402"	"226414069"	33	"83881"
2383176	"C1orf95"	"M10"	2383176	"chr1"	"+"	"226715583"	"226793291"	116	"375057"
2383479	"CTD-2090I13.4"	"M20"	2383479	"chr1"	"+"	"227621441"	"227622631"	12	"503543"
2383524	"ZNF678"	"M20"	2383524	"chr1"	"+"	"227751225"	"227865192"	94	"339500"
2383550	"ZNF678"	"M20"	2383550	"chr1"	"+"	"227848047"	"227850158"	16	"339500"
2383557	"SNAP47"	"M20"	2383557	"chr1"	"+"	"227916250"	"227968921"	176	"116841"
2383606	"LOC100130093"	"M20"	2383606	"chr1"	"+"	"227921370"	"227921706"	8	"65094"
2383859	"GUK1"	"M14"	2383859	"chr1"	"+"	"228327683"	"228336642"	167	"2987"
2383999	"OBSCN"	"M20"	2383999	"chr1"	"+"	"228395861"	"228548948"	737	"84033"
2384268	"HIST3H2BB"	"M20"	2384268	"chr1"	"+"	"228644708"	"228648437"	28	"128312"
2384375	"DUSP5P"	"M20"	2384375	"chr1"	"+"	"228780585"	"228788339"	66	"574029"
2384401	"RHOU"	"M2"	2384401	"chr1"	"+"	"228824367"	"228882409"	85	"58480"
2384705	"URB2"	"M20"	2384705	"chr1"	"+"	"229761053"	"229796417"	122	"9816"
2385146	"TRIM67"	"M20"	2385146	"chr1"	"+"	"231244657"	"231357304"	167	"440730"
2385197	"GNPAT"	"M20"	2385197	"chr1"	"+"	"231376609"	"231441761"	190	"8443"
2385258	"C1orf124"	"M20"	2385258	"chr1"	"+"	"231472860"	"231505570"	102	"83932"
2385659	"KIAA1383"	"M20"	2385659	"chr1"	"+"	"232941150"	"232970820"	76	"54627"
2385696	"C1orf57"	"M2"	2385696	"chr1"	"+"	"233059742"	"233114525"	148	"84284"
2385873	"KCNK1"	"M2"	2385873	"chr1"	"+"	"233749393"	"233808250"	193	"3775"
2385967	"SLC35F3"	"M2"	2385967	"chr1"	"+"	"233979518"	"234460377"	287	"148641"
2386418	"TBCE"	"M20"	2386418	"chr1"	"+"	"235509696"	"235612278"	217	"6905"
2386828	"EDARADD"	"M20"	2386828	"chr1"	"+"	"236512025"	"236649217"	144	"128178"
2386867	"LGALS8"	"M20"	2386867	"chr1"	"+"	"236650538"	"236716267"	202	"3964"
2386943	"ACTN2"	"M15"	2386943	"chr1"	"+"	"236849799"	"236927925"	235	"88"
2387126	"RYR2"	"M2"	2387126	"chr1"	"+"	"237205702"	"238028316"	1039	"6262"
2387606	"CHRM3"	"M25"	2387606	"chr1"	"+"	"239549875"	"240074741"	256	"1131"
2388085	"KMO"	"M15"	2388085	"chr1"	"+"	"241695454"	"241758940"	162	"8564"
2388219	"EXO1"	"M1"	2388219	"chr1"	"+"	"242005606"	"242079841"	176	"9156"
2388794	"ZNF238"	"M20"	2388794	"chr1"	"+"	"244203599"	"244262942"	97	"10472"
2388960	"C1orf101"	""	2388960	"chr1"	"+"	"244617689"	"244804459"	201	"257044"
2389016	"PPPDE1"	"M20"	2389016	"chr1"	"+"	"244816118"	"244894874"	132	"51029"
2389130	"EFCAB2"	"M2"	2389130	"chr1"	"+"	"245133191"	"245408259"	319	"84288"
2389247	"KIF26B"	"M20"	2389247	"chr1"	"+"	"245318297"	"246017525"	605	"55083"
2389718	"C1orf71"	""	2389718	"chr1"	"+"	"246729756"	"246844280"	229	"163882"
2389996	"VN1R5"	""	2389996	"chr1"	"+"	"247401887"	"247463470"	47	"317705"
2390102	"C1orf150"	"M19"	2390102	"chr1"	"+"	"247670427"	"247740973"	123	"148823"
2390135	"OR2G2"	""	2390135	"chr1"	"+"	"247751611"	"247752615"	24	"81470"
2390180	"TRIM58"	"M20"	2390180	"chr1"	"+"	"248020501"	"248098057"	137	"343171"
2390243	"OR2L13"	"M2"	2390243	"chr1"	"+"	"248100351"	"248264223"	26	"284521"
2390253	"OR2L8"	"M13"	2390253	"chr1"	"+"	"248112160"	"248113098"	20	"391190"
2390259	"OR2AK2"	"M13"	2390259	"chr1"	"+"	"248128679"	"248129641"	24	"391191"
2390298	"OR2L2"	"M13"	2390298	"chr1"	"+"	"248201570"	"248202508"	16	"26246"
2390322	"OR2M5"	"M2"	2390322	"chr1"	"+"	"248298480"	"248309360"	11	"127059"
2390335	"OR2M2"	""	2390335	"chr1"	"+"	"248343288"	"248344331"	32	"391194"
2390350	"OR2M3"	"M13"	2390350	"chr1"	"+"	"248366370"	"248367304"	12	"127062"
2390355	"OR2M4"	"M13"	2390355	"chr1"	"+"	"248377470"	"248403166"	17	"26245"
2390518	"PGBD2"	"M20"	2390518	"chr1"	"+"	"249199928"	"249231590"	102	"267002"
2391532	"CCNL2"	""	2391532	"chr1"	"-"	"1324746"	"1334712"	95	"81669"
2391687	"NADK"	""	2391687	"chr1"	"-"	"1630077"	"1711876"	205	"65220"
2392404	"LOC100129534"	"M2"	2392404	"chr1"	"-"	"2281513"	"2284220"	25	"100129534"
2392945	"FLJ42875"	"M2"	2392945	"chr1"	"-"	"2943801"	"2989737"	153	"440556"
2392985	"FLJ42875"	"M2"	2392985	"chr1"	"-"	"2976183"	"2978853"	49	"440556"
2394478	"CHD5"	"M25"	2394478	"chr1"	"-"	"6161856"	"6240183"	301	"26038"
2394558	"RPL22"	"M20"	2394558	"chr1"	"-"	"6241329"	"6269379"	76	"6146"
2394588	"ICMT"	"M2"	2394588	"chr1"	"-"	"6281279"	"6301892"	76	"23463"
2394608	"GPR153"	"M20"	2394608	"chr1"	"-"	"6307415"	"6321025"	68	"387509"
2394699	"TNFRSF25"	""	2394699	"chr1"	"-"	"6521220"	"6526229"	87	"8718"
2394726	"PLEKHG5"	"M2"	2394726	"chr1"	"-"	"6526875"	"6580111"	216	"57449"
2394817	"KLHL21"	"M2"	2394817	"chr1"	"-"	"6650786"	"6674652"	57	"9903"
2395123	"UTS2"	""	2395123	"chr1"	"-"	"7902765"	"7973357"	58	"10911"
2395418	"DKFZp566H0824"	""	2395418	"chr1"	"-"	"8440411"	"8511859"	20	NA
2395564	"SLC2A5"	"M2"	2395564	"chr1"	"-"	"9095182"	"9153524"	191	"6518"
2396009	"LZIC"	"M20"	2396009	"chr1"	"-"	"9982176"	"10020845"	101	"84328"
2396750	"FBXO2"	"M2"	2396750	"chr1"	"-"	"11668278"	"11715822"	101	"26232"
2396781	"MAD2L2"	"M20"	2396781	"chr1"	"-"	"11734559"	"11751707"	74	"10459"
2396848	"NPPA"	"M15"	2396848	"chr1"	"-"	"11903787"	"11908382"	36	"4878"
2396858	"NPPB"	""	2396858	"chr1"	"-"	"11910575"	"11918988"	40	"4879"
2397025	"DHRS3"	"M2"	2397025	"chr1"	"-"	"12627238"	"12677964"	192	"9249"
2397600	"C1orf126"	"M19"	2397600	"chr1"	"-"	"15441878"	"15478950"	36	"200197"
2397695	"CASP9"	"M2"	2397695	"chr1"	"-"	"15816218"	"15853009"	104	"842"
2397732	"AGMAT"	"M2"	2397732	"chr1"	"-"	"15896137"	"15911595"	76	"79814"
2397898	"HSPB7"	"M2"	2397898	"chr1"	"-"	"16340490"	"16346079"	48	"27129"
2398146	"SPATA21"	""	2398146	"chr1"	"-"	"16722117"	"16763919"	105	"374955"
2398369	"CROCCL1"	""	2398369	"chr1"	"-"	"16944771"	"16993650"	189	"84809"
2398706	"MFAP2"	"M1"	2398706	"chr1"	"-"	"17300738"	"17308081"	90	"4237"
2398820	"PADI2"	"M2"	2398820	"chr1"	"-"	"17393257"	"17445930"	148	"11240"
2399687	"AKR7L"	""	2399687	"chr1"	"-"	"19586864"	"19600668"	98	"246181"
2399988	"RNF186"	"M20"	2399988	"chr1"	"-"	"20140523"	"20141771"	19	"54546"
2400027	"PLA2G2A"	""	2400027	"chr1"	"-"	"20301935"	"20306938"	75	"5320"
2400059	"PLA2G2D"	""	2400059	"chr1"	"-"	"20438393"	"20446039"	28	"26279"
2400212	"PINK1"	""	2400212	"chr1"	"-"	"20972326"	"20975914"	20	"100861548"
2400518	"ECE1"	"M2"	2400518	"chr1"	"-"	"21521720"	"21672133"	286	"1889"
2400655	"RAP1GAP"	"M2"	2400655	"chr1"	"-"	"21911822"	"21995798"	221	"5909"
2401018	"WNT4"	"M20"	2401018	"chr1"	"-"	"22445590"	"22486543"	69	"54361"
2401193	"LUZP1"	"M2"	2401193	"chr1"	"-"	"23346660"	"23504291"	175	"7798"
2401251	"HTR1D"	"M23"	2401251	"chr1"	"-"	"23518392"	"23545747"	28	"3352"
2401333	"ZNF436"	"M20"	2401333	"chr1"	"-"	"23685945"	"23696321"	44	"80818"
2401347	"TCEA3"	"M2"	2401347	"chr1"	"-"	"23706976"	"23751251"	121	"6920"
2401493	"ID3"	"M2"	2401493	"chr1"	"-"	"23884454"	"23886294"	29	"3399"
2401609	"HMGCL"	"M2"	2401609	"chr1"	"-"	"24128404"	"24165100"	119	"3155"
2401643	"FUCA1"	"M20"	2401643	"chr1"	"-"	"24171589"	"24194852"	80	"2517"
2401849	"C1orf201"	"M2"	2401849	"chr1"	"-"	"24683495"	"24743414"	141	"90529"
2402068	"SYF2"	"M20"	2402068	"chr1"	"-"	"25451544"	"25559012"	115	"25949"
2402111	"C1orf63"	"M2"	2402111	"chr1"	"-"	"25568080"	"25665430"	145	"57035"
2402416	"C1orf135"	""	2402416	"chr1"	"-"	"26160499"	"26185903"	44	"79000"
2402431	"PAQR7"	""	2402431	"chr1"	"-"	"26187702"	"26202944"	60	"164091"
2402447	"STMN1"	"M20"	2402447	"chr1"	"-"	"26210672"	"26219098"	28	"3925"
2402493	"PAFAH2"	"M2"	2402493	"chr1"	"-"	"26286275"	"26330401"	92	"5051"
2402601	"UBXN11"	"M2"	2402601	"chr1"	"-"	"26607829"	"26646927"	150	"91544"
2402883	"NR0B2"	"M20"	2402883	"chr1"	"-"	"27237640"	"27240462"	22	"8431"
2403099	"CD164L2"	""	2403099	"chr1"	"-"	"27705666"	"27709830"	36	"388611"
2403261	"IFI6"	"M2"	2403261	"chr1"	"-"	"27992587"	"28359029"	146	"2537"
2403301	"RPA2"	"M20"	2403301	"chr1"	"-"	"28218061"	"28266888"	72	"6118"
2403446	"PTAFR"	"M4"	2403446	"chr1"	"-"	"28475618"	"28520375"	31	"5724"
2403470	"DNAJC8"	"M20"	2403470	"chr1"	"-"	"28521060"	"28559536"	89	"22826"
2403557	"SNORA44"	""	2403557	"chr1"	"-"	"28905063"	"28909485"	87	"677825"
2404158	"LAPTM5"	"M4"	2404158	"chr1"	"-"	"31205326"	"31323326"	177	"7805"
2404344	"NKAIN1"	"M20"	2404344	"chr1"	"-"	"31652029"	"31697450"	43	"79570"
2404377	"SNRNP40"	"M20"	2404377	"chr1"	"-"	"31732325"	"31769730"	122	"9410"
2404418	"FABP3"	"M15"	2404418	"chr1"	"-"	"31821756"	"31846820"	80	"2170"
